number,title,image,year,location,color_1,color_2,color_3,color_4,color_5
791,Study of Pine Trees in the Garden of Saint-Paul Hospital,Van_Gogh_-_Studie_mit_Fichten_im_Herbst.jpeg,1889,"Kröller-Müller Museum, Otterlo, Netherlands (F742)",#82715A,#886746,#604930,#7D644B,#A78962
792,Wheat Field with Cypresses,Van_Gogh_-_Weizenfeld_mit_Zypressen4.jpeg,September 1889,"Tate Gallery,  London, England (F743)",#96A890,#A7C5C5,#787950,#C6B268,#7FA5A7
793,Entrance to a Quarry,Van_Gogh_-_Eingang_zu_einem_Steinbruch.jpeg,1889,"Van Gogh Museum, Amsterdam, Netherlands (F744)",#6D774C,#4C4925,#707B35,#ABA55B,#90732A
794,Undergrowth with Ivy,Van_Gogh_-_Unterholz_mit_Efeu1.jpeg,1889,"Van Gogh Museum, Amsterdam (F745)",#4D5440,#596041,#747C55,#545B3B,#3A412B
795,Undergrowth with Ivy,WLANL_-_artanonymous_-_Kreupelhout.jpg,1889,"Van Gogh Museum, Amsterdam (F746)",#91918B,#5A6166,#635E55,#595F5A,#363C3D
796,Tree Trunks with Ivy,Van_Gogh_-_Unterholz_mit_Efeu2.jpeg,1889,"Kröller-Müller Museum, Otterlo, Netherlands (F747)",#8A824F,#635E39,#A8A16F,#837C4F,#898359
797,"The Pietà (after Delacroix), first version",Vincent_van_Gogh_-_Pietà_(after_Delacroix).jpg,1889,"Vatican Collection of Modern Religious Art, Vatican City (F757)",#2E4537,#365A54,#687C59,#324E42,#1A2E25
798,View of the Asylum and Chapel of Saint-Rémy,View_of_the_Asylum_and_Chapel_at_Saint_Remy.jpg,1889,Collection of Elizabeth Taylor (F803),#D1D6AF,#6B714B,#809E8F,#A2BFB0,#B6AE72
799,Landscape with Trees and Figures,Van_Gogh_-_Landschaft_mit_Bäumen_und_Figuren.jpeg,1889,"Baltimore Museum of Art, Baltimore, Maryland (F818)",#B1A77F,#413F29,#856B45,#8D8250,#676658
800,Flowering Rosebushes in the Asylum Garden (also Flowering Shrubs),Flowering_Rosebushes_in_the_Asylum_Garden_(also_Flowering_Shrubs).jpg,1889,"Kröller-Müller Museum, Otterlo, Netherlands (F1527)",#5F6046,#87896F,#DBD3B0,#AEAD91,#B39F6F
801,"Corridor in Saint-Paul Hospital, Oil color and essence over black chalk on pink laid (""Ingres"") paper",Vincent_van_Gogh_-_Corridor_in_the_Asylum.JPG, 1889 ," Metropolitan Museum of Art, New York City (F1529) ",#CBB49B,#9C8874,#B3922F,#805E44,#BB9766
802,"Entrance Hall of Saint-Paul Hospital, Black chalk, brush and thinned oil on pink paper",Vincent_Van_Gogh_0012.jpg,1889,"Van Gogh Museum, Amsterdam (F1530)",#8D734F,#CEC6A4,#BD8C2A,#BE9764,#DCAF36
803,Lullaby: Madame Augustine Roulin Rocking a Cradle (La Berceuse),Vincent_Willem_van_Gogh_084.jpg,1889,"Museum of Fine Arts, Boston, Massachusetts (F unk)",#6F6D56,#B15532,#2E2820,#CB9C6C,#4F4B38
804,Still Life: Red Poppies and Daisies,Van_Gogh_-_Vase_mit_Kornblumen_und_Klatschmohn.jpeg,1890,Private Collection (F280),#7A7D54,#949F70,#BAB9AD,#614633,#9F594C
805,The Little Arlesienne (Head of a Girl),Van_Gogh_-_Die_kleine_Arlésienne.jpeg,1890,"Kröller-Müller Museum, Otterlo, Netherlands (F518)",#DFCF54,#594A30,#B8864F,#BEB54F,#CEAB32
806,L'Arlesienne (Madame Ginoux),Vincent_van_Gogh_-_L'Arlesienne_(Madame_Ginoux).jpg,1890,"Museum of Modern Art, Rome, Italy (F540)",#A89970,#D1BB9A,#2A2A21,#7C7A5E,#5A5743
807,L'Arlesienne (Portrait of Madame Ginoux),LArlesienne_Madame_Ginoux1.jpg,1890,"Kröller-Müller Museum, Otterlo, Netherlands (F541)",#293125,#C5C396,#E5E1BC,#6F834C,#C4BB6F
808,L'Arlesienne (Madame Ginoux),Van_Gogh_-_A_Arlesiana.jpg,1890,"São Paulo Museum of Art, Brazil (F542)",#353F34,#696954,#8E9775,#A68A72,#BEAA95
809,"L'Arlesienne, Madame Ginoux",LArlesienne_Madame_Ginoux4.jpg,1890,Private collection (F543),#EAEEEA,#637D66,#B4C0AF,#C3D0C3,#BEC8B3
810,Wheat Stacks with Reaper,Van_Gogh_Wheat_Stacks_with_Reaper.jpg,1890,"Toledo Museum of Art, Toledo, Ohio (F559)",#807639,#828EA5,#556273,#C4BBA5,#AA9939
811,Wheat Stack Under Clouded Sky,Van_Gogh_-_Heuschober_an_einem_Regentag.jpeg,July 1890,"Kröller-Müller Museum, Otterlo, Netherlands (F563)",#556957,#A8973F,#A7A667,#7D8762,#B4B9A7
812,Still Life: Glass with Wild Flowers,Van_Gogh_-_Glas_mit_Feldblumen.jpeg,1890,Private collection (F589),#A4AB72,#D2C87C,#A2B2AB,#879B8E,#707B4D
813,Still Life: Pink Roses,Van_Gogh_-_Rosenbusch.jpeg,1890,"Ny Carlsberg Glyptotek, Copenhagen (F595)",#69845C,#7E926A,#3E5534,#5B784C,#B2B29B
814,Wild Roses,Van_Gogh_-_Wilde_Rosen.jpeg,1890,"Van Gogh Museum, Amsterdam (F597)",#A3A45A,#525C43,#748064,#BABA8C,#8D9B7E
815,Still Life: Glass with Carnations,Van_Gogh_-_Glas_mit_Nelken.jpeg,1890,Private collection (F598),#ABB06E,#DDDEBA,#6D734C,#A8AF9F,#D2D289
816,Still Life: Vase with Flower and Thistles,Van_Gogh_-_Vase_mit_Blumen_und_Disteln.jpeg,1890,Private collection (F599),#474120,#D8D597,#848555,#C2BD49,#A66335
817,Cypresses and Two Women,Van_Gogh_-_Zypressen_und_zwei_Frauen.jpeg,1890,"Van Gogh Museum, Amsterdam, Netherlands (F621)",#4E473F,#726A61,#A19F95,#766F62,#6A716F
818,Plough and the Harrow (after Millet),Van_Gogh_-_Pflug_und_Egge_(nach_Millet).jpeg,1890,"Van Gogh Museum, Amsterdam, Netherlands (F632)",#B3AD93,#7B765F,#A7A48B,#AAAA95,#CAC9BA
819,The Good Samaritan (after Delacroix),Vincent_Willem_van_Gogh_022.jpg,1890,"Kröller-Müller Museum, Otterlo, Netherlands (F633)",#786954,#66492A,#8E8879,#A48146,#B6A481
820,Field with Poppies,Van_Gogh_-_Feld_mit_Mohnblumen1.jpeg,1890,"Gemeentemuseum Den Haag, The Hague, Netherlands (F636)",#AFB3B2,#937B4C,#7E8386,#AA9966,#6A5E39
821,Men Drinking (after Daumier),Van_Gogh_-_Die_Trinker_(nach_Daumier).jpeg,1890,"Art Institute of Chicago, Chicago, Illinois (F667)",#8C8F87,#414B3D,#D3D6D2,#A59849,#D0C36F
822,The First Steps (after Millet) and Copies after Millet,"Vincent_van_Gogh_-_First_Steps,_after_Millet.jpg",1890,"Metropolitan Museum of Art, New York, New York (F668)",#8D9D71,#A8A068,#666D41,#B6BA90,#838A63
823,Prisoners' Round (Exercising)(after Gustave Doré),Vincent_Willem_van_Gogh_037.jpg,1890,"Pushkin Museum, Moscow, Russia (F669)",#4D504C,#7A7F7C,#868172,#B3B1A8,#778681
824,The Woodcutter (after Millet),Van_Gogh_-_Der_Holzhacker_(nach_Millet).jpeg,1890,"Van Gogh Museum, Amsterdam, Netherlands (F670)",#866F59,#5B5140,#806851,#897560,#A18B77
825,Almond Blossoms,Vincent_van_Gogh_-_Almond_blossom_-_Google_Art_Project.jpg,1890,"Van Gogh Museum, Amsterdam (F671)",#66857B,#92B5B3,#6E9BA2,#7FA39D,#94A995
826,Field of Grass with Butterflies and Flowers,Van_Gogh_-_Wiese_im_Garten_des_Hospitals_Saint-Paul.jpeg,1890,"National Gallery, London, England (F672)",#768149,#9FA97D,#4C5936,#7A7F5E,#748667
827,Cottages: Reminiscence of the North,Van_Gogh_-_Bauernhäuser_(Erinnerung_an_den_Norden).jpeg,"March - April, 1890",Private collection (F673),#C7BA92,#74694B,#9E926B,#9A977E,#AC916C
828,Thatched Cottages in the Sunshine: Reminiscence of the North,Van_Gogh_Thatched_Cottages_in_the_Sunshine.jpg,1890,"Barnes Foundation, Merion, Pennsylvania (F674)",#D4BE6A,#C8C090,#EDDFB7,#675E2D,#A59A59
829,Cottages and Cypresses: Reminiscence of the North,Van_Gogh_-_Erinnerung_an_den_Norden.jpeg,"March - April, 1890","Van Gogh Museum, Amsterdam (F675)",#737658,#4D573F,#6B7C62,#808567,#9AA082
830,Pine Tree Trunks and Dandelions in the Garden of Saint-Paul Hospital,Van_Gogh_-_Blühende_Wiese_mit_Baumstämmen_und_Löwenzahn.jpeg,1890,"Kröller-Müller Museum, Otterlo, Netherlands (F676)",#53563C,#A2A687,#C6CB9D,#7E8070,#939C5C
831,The Raising of Lazarus (after Rembrandt),The-raising-of-lazarus-after-rembrandt-1890.jpg,1890,"Van Gogh Museum, Amsterdam, Netherlands (F677)",#57481B,#C6C24B,#E0D872,#B59D68,#8C7D45
832,Still Life: Vase with Violet Irises Against a Yellow Background,Vincent_van_Gogh_-_Irises_-_Google_Art_Project.jpg,1890,"Van Gogh Museum, Amsterdam, Netherlands (F678)",#687F61,#2A3F35,#B28D2D,#9AB0A1,#D5BE4E
833,Vase with Violet Irises Against a Pink Background,Van_Gogh_-_Vase_mit_Schwertlilien.jpeg,1890,"Metropolitan Museum of Art, New York, New York (F680)",#DBD5D0,#707468,#A4A698,#B4B4A8,#82A874
834,"Vase with Pink Roses, also Roses",Roses_-_Vincent_van_Gogh.JPG,1890,"National Gallery of Art, Washington, D.C. (F681)",#A7C69D,#C6D7B5,#B2C19F,#5A754E,#89A67C
835,Vase with Pink Roses,Van_Gogh_-_Vase_mit_Rosen1.jpeg,1890,"Metropolitan Museum of Art, New York, New York (F682)",#C8C18B,#D6CCB7,#BDB96C,#B6AE95,#787B53
836,Road with Cypress and Star,Van_Gogh_-_Country_road_in_Provence_by_night.jpg,1890,"Kröller-Müller Museum, Otterlo, Netherlands (F683)",#757D7A,#8EA8B8,#3A3532,#596161,#4266A7
837,Morning: Peasant Couple Going to Work (after Millet),Van_Gogh_-_Auf_dem_Weg_zum_Feld_(nach_Millet).jpeg,1890,"Hermitage Museum, St. Petersberg, Russia (F684)",#A8936C,#7E6842,#C8B79B,#D0B669,#DCD5CE
838,Noon: Rest from Work (after Millet) or Siesta,Noon_–_Rest_from_Work_(after_Millet).jpg,1890,"Musée d'Orsay, Paris, France (F686)",#B19551,#DCCB94,#4A556D,#846526,#7491C4
839,Peasants Lifting Potatoes,Van_Gogh_-_Bauern_beim_Kartoffellesen.jpeg,1890,Private collection (F694),#BBBBB1,#A19A90,#94928E,#A99F8E,#716656
840,Two Peasant Women Digging in a Snow-Covered Field at Sunset,Van_Gogh_-_Zwei_grabende_Bäuerinnen_auf_schneebedecktem_Feld.jpeg,1890,"Foundation E.G. Bührle Collection, Zurich, Switzerland (F695)",#98998B,#93ABB0,#8E9D9C,#C6CCC7,#5D7477
841,"Old Man with His Head in His Hands (after the lithograph ""At Eternity's Gate"")",Vincent_Willem_van_Gogh_002.jpg,1890,"Kröller-Müller Museum, Otterlo, Netherlands (F702)",#9B8056,#D3CEB7,#74809F,#B09D73,#5F4E40
842,Couple Walking among Olive Trees in a Mountainous Landscape with Crescent Moon,Van_Gogh_-_Passeio_ao_Crepúsculo.jpg,"May, 1890","São Paulo Museum of Art, São Paulo, Brazil (F704)",#354A4F,#63AB94,#859273,#C0C4A0,#758D9A
843,The Little Stream Black-and-white image of color painting,Van_Gogh_-_Bachlandschaft.jpeg,1890,Private collection (F740),#6A6069,#A29AA4,#6F656F,#766D77,#473D46
844,Poppies and Butterflies,Van_Gogh_-_Klatschmohn_und_Schmetterlinge.jpeg,1890,"Van Gogh Museum, Amsterdam, Netherlands (F748)",#63644E,#AF5148,#868151,#3D3B27,#B5AE75
845,Roses and Beetle,Van_Gogh_-_Wilde_Rosen_und_Käfer.jpeg,1890,"Van Gogh Museum, Amsterdam (F749)",#61614F,#666656,#716E43,#424132,#9D9974
846,Cottages also Thatched Cottages,"Gogh,_Vincent_van_-_Cottages.jpg",1890,"Hermitage Museum, St. Petersberg, Russia (F750)",#839780,#7299B7,#536550,#BABDA8,#A29C6D
847,Landscape with Cottages,Vincent_van_Gogh_-_Landscape_with_Cottages.jpg,1890,"Van Gogh Museum, Amsterdam, Netherlands (F1640)",#D3DFDD,#929FA1,#708291,#9AB0B8,#39495B
848,Chestnut Trees in Blossom,Van_Gogh_-_Blühende_Kastanienbäume.jpeg,1890,Private collection (F751),#86995B,#929060,#757967,#535834,#C2C697
849,Blossoming Chestnut Trees,Van_Gogh_-_Blühende_Kastanienbäume1.jpeg,1890,"Kröller-Müller Museum, Otterlo, Netherlands (F752)",#3A4330,#6F7761,#6193A1,#ACAC98,#57728B
850,Portrait of Dr. Gachet †,Portrait_of_Dr._Gachet.jpg,1890,Private Collection (F753),#A27135,#2C2B2C,#676540,#616967,#C5B777
851,Portrait of Dr. Gachet,Vincent_van_Gogh_-_Dr_Paul_Gachet_-_Google_Art_Project.jpg,1890,"Musée d'Orsay, Paris (F754)",#535C64,#A35422,#AAA276,#2A3242,#2E5997
852,Doctor Gachet's Garden in Auvers,Doctor_Gachet's_Garden_in_Auvers.jpg,1890,"Musée d'Orsay, Paris, France (F755)",#354836,#756E38,#7F907E,#536450,#41666D
853,Marguerite Gachet in the Garden,Marguerite_Gachet_in_the_garden.jpg,1890,"Musée d'Orsay, Paris, France (F756)",#B9C09B,#9DA25B,#8D8E4B,#5A6842,#89946A
854,Thatched Cottages in Jorgus,Van_Gogh_-_Bauernhäuser_in_Jorgus_mit_Figuren.jpeg,1890,Private collection (F758),#9DA150,#656D45,#9CA370,#848E6A,#BFBF81
855,Houses at Auvers,Van_Gogh_-_Häuser_in_Auvers1.jpeg,1890,"Toledo Museum of Art, Toledo, Ohio (F759)",#808073,#5D6642,#9F9E8C,#BEBAAE,#8E9A63
856,Landscape with a Carriage and a Train,Vincent_van_Gogh_-_Landscape_with_Carriage_and_Trains_(F760).jpg,1890,"Pushkin Museum, Moscow (F760)",#645A45,#757C71,#BDBCB1,#9B9E8D,#93816A
857,The Fields,Van_Gogh_-_Weizenfeld_mit_Gewitterhimmel.jpeg, July 1890 , Private Collection (F761),#8D7B30,#85828B,#E2CB46,#C0BA92,#BCA63E
858,Vineyards with a View of Auvers,Van_Gogh_-_Weinberge_mit_Blick_auf_Auvers.jpeg,1890,"Saint Louis Art Museum, St. Louis, Missouri (F762)",#C6C9AD,#666F47,#B3B66F,#889586,#969A60
859,Wild Flowers and Thistles in a Vase,Van_Gogh_-_Feldblumen_und_Disteln_in_einer_Vase.jpeg,"June, 1890",Private collection (F763),#7D7B50,#9BA578,#B3AB37,#4F4E2A,#CECC9D
860,Still Life: Japanese Vase with Roses and Anemones,"Van_Gogh_-_Stillleben_mit_japanischer_Vase,_Rosen_und_Anemonen.jpeg",1890,"Musée d'Orsay, Paris (F764)",#C8AF74,#C98D47,#B6995D,#705931,#A2824B
861,Still Life: Vase with Rose-Mallows,Van_Gogh_-_Vase_mit_Rosenmalven1.jpeg,1890,"Van Gogh Museum, Amsterdam (F764a)",#4F5144,#9E8363,#825840,#403322,#686754
862,Daubigny's Garden,WLANL_-_artanonymous_-_Daubigny's_Garden.jpg,1890,"Van Gogh Museum, Amsterdam (F765)",#6E827B,#99A39E,#788D71,#757D85,#55675B
863,The White House at Night,Whitehousenight.jpg,1890,"Hermitage Museum, Saint Petersburg (F766)",#C6B177,#2B382F,#B5B8AF,#6C8988,#916B43
864,Ears of Wheat,Van_Gogh_-_Weizenhalme.jpeg,1890,"Van Gogh Museum, Amsterdam, Netherlands (F767)",#968040,#927B3E,#887136,#8B7538,#867035
865,Portrait of Adeline Ravoux (Half-Figure),Vincent_Willem_van_Gogh_085.jpg,1890,Private Collection (F768),#858E92,#1B2940,#A38C4F,#394A65,#4E493C
866,Portrait of Adeline Ravoux,Van_Gogh_-_Bildnis_Adeline_Ravoux2.jpeg,1890,Private collection (F769),#726858,#739BBC,#C0AC84,#5D6C83,#44433E
867,Landscape at Twilight also Landscape with the Chateau of Auvers at Sunset,Van_Gogh_-_Landschaft_mit_Schloss_Auvers_bei_Sonnenuntergang.jpeg,1890,"Van Gogh Museum, Amsterdam (F770)",#897928,#87825A,#C9C158,#34321E,#56553D
868,Sheaves of Wheat,Wheatfield_-_Van_Gogh.jpg,"July, 1890","Dallas Museum of Art, Dallas, Texas (F771)",#BAB6AC,#DACDB6,#B2AB98,#AEA27E,#CDBB98
869,Marguerite Gachet at the Piano,Vincent_Willem_van_Gogh_073.jpg,1890,"Kunstmuseum Basel, Basel, Switzerland (F772)",#838A46,#9DA768,#D9DBB6,#534326,#B3B192
870,Undergrowth with Two Figures,Vincent_Willem_van_Gogh_080.jpg,1890," Cincinnati Art Museum, Cincinnati, Ohio (F773)",#574023,#8A6E48,#7D6035,#755F4E,#A38969
871,Peasant Woman Against a Background of Wheat,"Van_Gogh_-_Junge_Bäuerin_mit_Strohhut,_vor_einem_Weizenfeld_sitzend.jpeg",1890,Private collection (Steven A. Cohen) (F774),#919059,#D2C979,#A4A041,#534A3B,#AE7D3E
872,Wheat Fields near Auvers,Vincent_Willem_van_Gogh_038.jpg,1890,"Österreichische Galerie Belvedere, Vienna (F775)",#977B50,#7D7260,#9D8E6F,#846746,#64523F
873,Daubigny's Garden,Vincent_Willem_van_Gogh_021.jpg,1890,"Hiroshima Museum of Art, Hiroshima, Japan (F776)",#AEB49F,#7B8372,#57583B,#98986A,#89874F
874,Daubigny's Garden with Black Cat,VanGogh_Daubigny.jpg,1890,"Kunstmuseum Basel, Basel, Switzerland on extended loan from The Rudolf Staechelin Family Foundation (F777)",#969B83,#81815A,#525C4C,#6C7771,#797D6B
875,Wheat Field Under Clouded Skies,Vincent_Willem_van_Gogh_041.jpg,1890,"Van Gogh Museum, Amsterdam, Netherlands (F778)",#9A936A,#5A629D,#7586BC,#615D65,#AEB6BE
876,Wheat Field with Crows also see Auvers Wheat Harvest Series,Vincent_van_Gogh_(1853-1890)_-_Wheat_Field_with_Crows_(1890).jpg,1890,"Van Gogh Museum, Amsterdam (F779)",#B79621,#5E7C35,#5D7692,#7F641F,#273130
877,Thatched Roofs in Chaponval,Van_Gogh_-_Strohgedeckte_Hütten_in_Chaponval.jpeg,1890,Kunsthaus Zürich (F780),#989C74,#52552F,#C2C3A5,#767B53,#A8AB52
878,Wheat Fields After the Rain (The Plain of Auvers),Wheat_Fields_at_Auvers_Under_Clouded_Sky_1890_Vincent_van_Gogh.jpg,"July, 1890","Carnegie Museum of Art, Pittsburgh, Pennsylvania (F781)",#566A1C,#789956,#BAC365,#A0A63A,#8BC2DE
879,Plain Near Auvers,Van_Gogh_-_Ebene_bei_Auvers_mit_Regenwolken.jpeg,"July, 1890","Neue Pinakothek, Munich, Germany (F782)",#688A83,#7D9473,#4C674D,#A3BCB3,#95A37A
880,Two Girls,Van_Gogh_-_Zwei_Kinder.jpeg,1890,"Musée d'Orsay, Paris (F783)",#677C8C,#BBB895,#3D463F,#C5A340,#727C5C
881,Two Children,Van_Gogh_-_Zwei_Kinder1.jpeg,1890,Private collection (F784),#BBA751,#898F61,#5D6E70,#8E958D,#797A3B
882,Child with Orange,Van_Gogh_Kind_mit_Orange.jpeg,1890,Private collection (F785),#C4CBB3,#B7BC6A,#88984E,#577261,#5E94B5
883,Portrait of Adeline Ravoux,Adeline_Ravoux.jpg,1890,Cleveland Museum of Art (F786),#8D927F,#777768,#564C48,#ADAF8F,#D5D4B7
884,Young Man with Cornflower,Van_Gogh_-_Bildnis_eines_jungen_Mannes_mit_Kornblume.jpeg,1890,Private collection (F787),#B48734,#9C6A34,#4C3E28,#CE9E47,#6F6850
885,Girl in White also Young Girl Standing Against a Background of Wheat,Girl_in_White_by_Vincent_Van_Gogh_-_NGA.jpg,1890,"National Gallery of Art, Washington, D.C. (F788)",#9AAA8C,#A6B299,#94A184,#93A383,#A0AF94
886,The Church at Auvers,"Vincent_van_Gogh_-_The_Church_in_Auvers-sur-Oise,_View_from_the_Chevet_-_Google_Art_Project.jpg",1890,"Musée d'Orsay, Paris (F789)",#97937A,#565E6E,#272F70,#505247,#515997
887,The Town Hall in Auvers on Bastille Day,Van_Gogh_-_Das_Rathaus_in_Auvers_am_14._Juli_1890.jpeg,1890,"Private collection, Chicago (F790)",#6A8748,#B6BB35,#C8CAB2,#8DA17E,#B4BB66
888,The House of Pere Pilon,Van_Gogh_-_Das_Haus_von_Père_Pilon.jpeg,1890,"Niarchos Collection, Zürich (F791)",#556778,#B3B69A,#C3B46A,#454D37,#787E5F
889,Thatched Cottages at Cordeville,Van_Gogh_-_Thatched_Cottages_at_Cordeville.jpg,1890,"Musée d'Orsay, Paris, France (F792)",#2F4227,#878F67,#3F5B79,#9EA995,#637555
890,Farms near Auvers also Thatched Cottages by a Hill,VanGoghThatchedCottagesByAHill.jpg,1890,"Tate Gallery, London (F793)",#C8CC98,#B0B45F,#919B4F,#879D7B,#536940
891,The House of Père Eloi also Vineyard and Houses,Van_Gogh_-_Das_Haus_von_Père_Eloi.jpeg,1890,"Private collection, Switzerland (F794)",#C3B67E,#43709D,#9C9A88,#7A8AA4,#5F5837
892,Village Street and Steps in Auvers with Five Figures,Van_Gogh_-_Dorfstraße_und_Treppe_in_Auvers_mit_Figuren.jpeg,1890,"Saint Louis Art Museum, St. Louis, Missouri (F795)",#AF9D4A,#5B5A3B,#BDB980,#CECDBC,#8B8E6B
893,Village Street and Steps in Auvers with Two Figures,Van_Gogh_-_Treppe_in_Auvers_mit_zwei_Figuren.jpeg,1890,Private collection (F796),#554C28,#B29248,#8E8A70,#908B4F,#C5B884
894,View of Vessenots Near Auvers,Vincent_van_Gogh_-_Les_Vessenots_à_Auvers_-_Google_Art_Project.jpg,1890,"Museo Thyssen-Bornemisza, Madrid, Spain (F797)",#5E6F48,#8B965A,#A6AF6B,#BBC39D,#7E9EA8
895,Bank of the Oise at Auvers,Bank_of_the_Oise_at_Auvers.jpg,1890,"Detroit Institute of Arts, Detroit, Michigan (F798)",#6A6127,#8B9B73,#394F2D,#1C2C0D,#557050
896,View of Auvers,WLANL_-_artanonymous_-_View_of_Auvers.jpg,1890,"Van Gogh Museum, Amsterdam (F799)",#B7C2BD,#3F5940,#84907F,#6C8396,#738B67
897,Wheat Fields with Auvers in the Background,Van_Gogh_-_Weizenfelder_mit_Blick_auf_Auvers.jpeg,July 1890,Musée d'Art et d'Histoire (Geneva) (F801),#B48C52,#BF9D65,#937346,#A98E63,#C1AE95
898,Village Street in Auvers,Vincent_Willem_van_Gogh_130.jpg,1890,"Finnish National Gallery, Helsinki (F802)",#AB9481,#7D828C,#996A46,#DDE2CF,#5C4535
899,Wheat Field at Auvers with White House,Van_Gogh_Wheat_Field_at_Auvers_with_House.jpg,1890,"The Phillips Collection, Washington D.C. (F804)",#7B8339,#76874F,#515E36,#9FA96C,#788659
900,Houses in Auvers,Van_Gogh_-_Häuser_in_Auvers.jpeg,1890,"Museum of Fine Arts, Boston (F805)",#C5BB9F,#76795B,#A08C6A,#544E36,#609FA7
901,Farmhouse with Two Figures,Van_Gogh_-_Bauernhaus_mit_zwei_Figuren.jpeg,1890,"Van Gogh Museum, Amsterdam (F806)",#454728,#D0CDB7,#B3B46A,#9B9D88,#7E8154
902,Field with Green Wheat,Van_Gogh_-_Grünes_Weizenfeld1.jpeg,1890,"National Gallery of Art, Washington, D.C. (F807)",#A0C486,#629959,#92BA92,#8CBEAB,#C5D6C5
903,Wheat Field with Cornflowers,Vincent_van_Gogh_-_Wheat_Field_with_Cornflowers.jpg,"July, 1890","Beyeler Foundation, Riehen, Switzerland (F808)",#96967F,#DBDBBE,#CFB372,#6E5C2B,#AD904E
904,"Auvers Wheat Harvest, Field with Wheat Stacks",Van_Gogh_-_Feld_mit_Korngarben.jpeg,"July, 1890","Beyeler Foundation, Riehen, Switzerland (F809)",#737287,#6E6E38,#B0A648,#909144,#9F9B9A
905,Landscape at Auvers in the Rain,Van_Gogh_-_Landschaft_bei_Auvers_im_Regen.jpeg,1890,"National Museum of Wales, Cardiff, Wales (F811)",#ABA0B0,#B59255,#D3B265,#847882,#D4C09F
906,Wheat Fields,Van_Gogh_-_Weizenfelder.jpeg,1890,"Private collection, possibly Schweiz (F812)",#443F48,#77727C,#AFACB5,#86818A,#7F7A84
907,Garden in Auvers,Van_Gogh_-_Garten_in_Auvers.jpeg,June–July 1890,Private collection (F814),#938B72,#8C9259,#AFB05A,#BDB08B,#595C3D
908,Tree Roots,Vincent_van_Gogh_-_Tree_Roots_and_Trunks_(F816).jpg,1890,"Van Gogh Museum, Amsterdam (F816)",#B5A676,#836D3A,#919B99,#6B7367,#3C3E2E
909,The Grove,Van_Gogh_-_Wäldchen.jpeg,1890,Private collection (F817),#8C8B4B,#868B5C,#A8A96B,#666935,#818553
910,Two Women Crossing the Fields,Van_Gogh_-_Zwei_Mädchen_beim_Spaziergang_entlang_der_Felder.jpeg,1890,"McNay Art Museum, San Antonio, Texas (F819)",#B9C560,#969A34,#C6A938,#657044,#86A66E
911,Blossoming Chestnut Branches,Blossoming_Chestnut_Branches.jpg,1890,"Foundation E.G. Bührle Collection, Zurich, Switzerland (F820)",#4B59A2,#6F7E63,#394B46,#BDC3C4,#838EA1
912,Blossoming Acacia Branches,Van_Gogh_Blossoming-Acacia-Branches-1890.jpeg,1890,"Nationalmuseum, Stockholm (F821)",#817959,#352B10,#B4A248,#685C2E,#77692E
913,Cows (after Jordaens),Van_Gogh_-_Kühe_(nach_Jordaens).jpeg,1890,"Palais des Beaux-Arts de Lille, Lille, France (F822)",#817C5F,#A25C43,#CBAB85,#554933,#B17F5E
